asset_type,SYMBOL,SECURITY_NAME,SEDOL,ISIN,reference_price_date,reference_price,fund_price,price_difference
Bond,GB00B7RN0G65,FIN-UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,B7RN0G6,GB00B7RN0G65,2023-08-31,224.78,225.21,0.43
Bond,US912810FH69,FIN-TSY INFL IX N/B 3.875% 04/15/2029,2407096,US912810FH69,2023-08-31,234.54,234.87,0.33
Bond,DE0001030559,FIN-DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,BLM7VX5,DE0001030559,2023-08-31,135.99,136.11,0.12
Bond,GB00BYMWG366,FIN-UNITED KINGDOM I/L GILT 0.125% 03/22/2046 REGS,BYMWG36,GB00BYMWG366,2023-08-31,219.77,220.2,0.43
Bond,GB0008932666,FIN-UNITED KINGDOM I/L GILT 4.125% 07/22/2030 REGS,893266,GB0008932666,2023-08-31,385.44,385.81,0.37
Bond,US912810FS25,FIN-TSY INFL IX N/B 2% 01/15/2026,BZ56W67,US912810FS25,2023-08-31,161.6,161.57,-0.03
Bond,SE0007045745,FIN-SWEDEN I/L BOND 0.125 % 06/01/2032 144A ,BX3JD83,SE0007045745,2023-08-31,138.84,139.16,0.32
Bond,ES00000128E2,FIN-BONOS Y OBLIG DEL ESTADO 3.5% 07/30/2066 144A,BYZK819,ES00000128E2,2023-08-31,150.39,150.7,0.31
Bond,FR0013209871,FIN-FRANCE (GOVT OF) 0.1% 07/25/2047 0.0% 144A,BYX4Z34,FR0013209871,2023-08-31,151.97,152.25,0.28
Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,,DE0001030567,2023-08-31,121.48,121.62,0.14
Bond,IT0004735152,BUONI POLIENNALI DEL TES 3.1% 09/15/2026 144A,,IT0004735152,2023-08-31,140.55,140.89,0.34
Bond,FR0000188799,FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,,FR0000188799,2023-08-31,209.31,210.21,0.9
Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,,DK0009923807,2023-08-31,104.61,105.06,0.45
Bond,US912810FS25,TSY INFL IX N/B 2% 01/15/2026,,US912810FS25,2023-08-31,161.6,161.72,0.12
Bond,US912810FQ68,TSY INFL IX N/B 3.375% 04/15/2032,,US912810FQ68,2023-08-31,231.8,232.45,0.65
Bond,GB00B3MYD345,UNITED KINGDOM I/L GILT 0.625% 11/22/2042 REGS,,GB00B3MYD345,2023-08-31,272.85,274.31,1.46
Bond,MX0MG00000H9,MEX BONOS DESARR FIX RT 8.5 % 05/31/2029 ,,MX0MG00000H9,2023-08-31,105.84,106.16,0.32
Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,,IT0003745541,2023-08-31,179.33,180.15,0.82
Bond,JP1103571L10,JAPAN (10 YEAR ISSUE) 0.1 % 12/20/2029 ,,JP1103571L10,2023-08-31,101.05,100.99,-0.06
Bond,GB00BL68HJ26,UNITED KINGDOM GILT 0.125% 01/30/2026 REGS,,GB00BL68HJ26,2023-08-31,97.58,98.06,0.48
Bond,CA135087YK42,CANADIAN GOVERNMENT RRB 2.0% 12/01/2041,,CA135087YK42,2023-08-31,186.62,187.47,0.85
Bond,ES00000128E2,BONOS Y OBLIG DEL ESTADO 3.5% 07/30/2066 144A,,ES00000128E2,2023-08-31,150.39,151.11,0.72
Bond,CND100045210,CHINA GOVERNMENT BOND 3.0% 03/11/2026,,CND100045210,2023-08-31,101.82,101.91,0.09
Bond,CA135087VS05,CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,,CA135087VS05,2023-08-31,206.66,207.65,0.99
Bond,DE0001030559,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,,DE0001030559,2023-08-31,135.99,136.43,0.44
Bond,BE0000304130,BELGIUM KINGDOM 5% 3/28/2035 144A,,BE0000304130,2023-08-31,160.34,161.06,0.72
Bond,US912810SM18,TSY INFL IX N/B 0.25% 02/15/2050 ,,US912810SM18,2023-08-31,130.0,130.45,0.45
Bond,CA135087WV25,CANADIAN GOVERNMENT RRB 4.0% 12/01/2031,,CA135087WV25,2023-08-31,230.45,231.37,0.92
Bond,ES0000012B39,BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,,ES0000012B39,2023-08-31,108.14,108.52,0.38
Bond,ES0000012B39,X_BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,BF5F9L8,ES0000012B39,2023-08-31,108.14,108.09,-0.05
Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,DK0009923807,2023-08-31,104.61,104.56,-0.05
Bond,SG7U32949426,X_SINGAPORE GOVERNMENT 2.875% 09/01/2030 ,B61HV19,SG7U32949426,2023-08-31,109.2,109.23,0.03
Bond,GB00B0CNHZ09,X_UNITED KINGDOM I/L GILT 1.25% 11/22/2055 REGS,B0CNHZ0,GB00B0CNHZ09,2023-08-31,451.06,450.92,-0.14
Bond,IT0004513641,X_BUONI POLIENNALI DEL TES 5% 03/01/2025 144A,B66W7L1,IT0004513641,2023-08-31,115.48,115.34,-0.14
Bond,GB0008932666,X_UNITED KINGDOM I/L GILT 4.125% 07/22/2030 REGS,893266,GB0008932666,2023-08-31,385.44,384.75,-0.69
Bond,GB00BNNGP551,X_UNITED KINGDOM I/L GILT 0.125% 08/10/2031 REGS,BNNGP55,GB00BNNGP551,2023-08-31,143.09,142.96,-0.13
Bond,DE0001030567,X_DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,BWBXZW8,DE0001030567,2023-08-31,121.48,121.32,-0.16
Bond,NL0010721999,X_NETHERLANDS GOVERNMENT 2.75 % 01/15/2047 144A ,BJZ2W85,NL0010721999,2023-08-31,162.46,162.31,-0.15
Bond,SE0000556599,X_SWEDEN I/L BOND 3.5 % 12/01/2028 144A ,5681217,SE0000556599,2023-08-31,192.39,192.08,-0.31
Bond,GB00B6460505,X_UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,B646050,GB00B6460505,2023-08-31,152.44,152.38,-0.06
Bond,FR0014001N38,X_FRANCE (GOVT OF) 0.1% 07/25/2031 0.0% 144A,BN4Q1D4,FR0014001N38,2023-08-31,122.6,122.54,-0.06
Bond,IT0005246134,X_BUONI POLIENNALI DEL TES 1.3% 05/15/2028 144A,BYXYY37,IT0005246134,2023-08-31,124.36,124.24,-0.12
Bond,CA135087XQ21,X_CANADIAN GOVERNMENT RRB 3.0% 12/01/2036,2740081,CA135087XQ21,2023-08-31,209.85,209.87,0.02
Bond,FR0013415627,X_FRANCE (GOVT OF) 0% 03/25/2025REGS ,BGRX2V8,FR0013415627,2023-08-31,101.63,101.48,-0.15
Bond,JP1300671L78,X_JAPAN (30 YEAR ISSUE) 0.6 % 06/20/2050 ,BMVQTR0,JP1300671L78,2023-08-31,97.92,97.87,-0.05
Bond,US912810SV17,X_TSY INFL IX N/B 0.125% 02/15/2051 ,BMT9GR0,US912810SV17,2023-08-31,125.72,125.88,0.16
Bond,IT0004243512,X_BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,B1Z5FX4,IT0004243512,2023-08-31,134.94,134.85,-0.09
Bond,NL0012818504,X_NETHERLANDS GOVERNMENT 0.75 % 07/15/2028 144A ,BFM0LR6,NL0012818504,2023-08-31,106.86,106.83,-0.03
Bond,GB00BD9MZZ71,X_UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,BD9MZZ7,GB00BD9MZZ71,2023-08-31,325.74,325.62,-0.12
Bond,CA135087VS05,X_CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,2210799,CA135087VS05,2023-08-31,206.66,206.66,0.0
Bond,ES0000012411,X_BONOS Y OBLIG DEL ESTADO 5.75% 07/30/2032,7040582,ES0000012411,2023-08-31,153.57,153.62,0.05
Bond,AT0000A04967,X_REPUBLIC OF AUSTRIA 4.15 % 03/15/2037 144A ,B1N0ZF3,AT0000A04967,2023-08-31,157.59,157.48,-0.11
Bond,AU000XCLWAF4,X_AUSTRALIAN GOVERNMENT 2% 08/21/2035 REGS,BDSTKV0,AU000XCLWAF4,2023-08-31,155.53,155.6,0.07
Bond,GB00B73ZYW09,UNITED KINGDOM I/L GILT 0.25% 03/22/2052 REGS,B73ZYW0,GB00B73ZYW09,2023-08-31,271.17,272.68,1.51
Bond,ES00000128C6,BONOS Y OBLIG DEL ESTADO 2.9% 10/31/2046 144A,BYZ0LZ4,ES00000128C6,2023-08-31,134.92,135.57,0.65
Bond,US91282CCM10,TSY INFL IX N/B 0.125% 07/15/2031 ,BNW0365,US91282CCM10,2023-08-31,115.96,116.29,0.33
Bond,GB00B6460505,UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,B646050,GB00B6460505,2023-08-31,152.44,153.26,0.82
Bond,US912810FH69,TSY INFL IX N/B 3.875% 04/15/2029,2407096,US912810FH69,2023-08-31,234.54,235.02,0.48
Bond,US912810RL44,TSY INFL IX N/B 0.75% 02/15/2045,BVXLS02,US912810RL44,2023-08-31,151.05,151.53,0.48
Bond,GB00BN65R313,UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,BN65R31,GB00BN65R313,2023-08-31,146.61,147.4,0.79
Bond,ES00000127C8,SPAIN I/L BOND 1 % 11/30/2030 144A ,BWH62M0,ES00000127C8,2023-08-31,132.34,132.88,0.54
Bond,IT0005274805,BUONI POLIENNALI DEL TES 2.1% 08/01/2027 REGS,BD1MF44,IT0005274805,2023-08-31,108.28,108.65,0.37
Bond,SE0000556599,SWEDEN I/L BOND 3.5 % 12/01/2028 144A ,5681217,SE0000556599,2023-08-31,192.39,192.87,0.48
Bond,US912810FD55,TSY INFL IX N/B 3.625% 04/15/2028,2235037,US912810FD55,2023-08-31,227.64,227.94,0.3
Bond,FR0012558310,FRANCE (GOVT OF) 0.1% 03/01/2025 0.0% REGS,BW4Q278,FR0012558310,2023-08-31,114.11,114.27,0.16
Bond,IT0005024234,BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,BMNDJV3,IT0005024234,2023-08-31,120.59,121.08,0.49
Bond,GB00BYVP4K94,UNITED KINGDOM I/L GILT 0.125% 11/22/2056 REGS,BYVP4K9,GB00BYVP4K94,2023-08-31,262.85,264.31,1.46
Bond,IT0003256820,BUONI POLIENNALI DEL TES 5.8% 02/01/2033 REGS,7335318,IT0003256820,2023-08-31,147.03,147.7,0.67
Bond,US912810RA88,TSY INFL IX N/B 0.625% 02/15/2043,B9JHJX0,US912810RA88,2023-08-31,149.42,149.89,0.47
Bond,FR0011461037,FRANCE (GOVT OF) 3.25 % 05/25/2045 REGS ,B9MBCD0,FR0011461037,2023-08-31,154.27,154.99,0.72
Bond,FR0013238268,FRANCE (GOVT OF) 0.1% 03/01/2028 REGS,BDCKIW3,FR0013238268,2023-08-31,119.91,120.23,0.32
Bond,GB00B85SFQ54,UNITED KINGDOM I/L GILT 0.125% 03/22/2024 REGS,B85SFQ5,GB00B85SFQ54,2023-08-31,140.91,141.43,0.52
Bond,GB00BYY5F144,UNITED KINGDOM I/L GILT 0.125% 03/22/2026 REGS,BYY5F14,GB00BYY5F144,2023-08-31,140.07,140.63,0.56
Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,,DE0001030567,2023-08-31,121.48,121.38,-0.1
Bond,IT0004735152,BUONI POLIENNALI DEL TES 3.1% 09/15/2026 144A,,IT0004735152,2023-08-31,140.55,140.42,-0.13
Bond,FR0000188799,FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,,FR0000188799,2023-08-31,209.31,209.31,0.0
Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,,DK0009923807,2023-08-31,104.61,104.62,0.01
Bond,US912810FS25,TSY INFL IX N/B 2% 01/15/2026,,US912810FS25,2023-08-31,161.6,161.23,-0.37
Bond,US912810FQ68,TSY INFL IX N/B 3.375% 04/15/2032,,US912810FQ68,2023-08-31,231.8,231.82,0.02
Bond,GB00B3MYD345,UNITED KINGDOM I/L GILT 0.625% 11/22/2042 REGS,,GB00B3MYD345,2023-08-31,272.85,273.02,0.17
Bond,MX0MG00000H9,MEX BONOS DESARR FIX RT 8.5 % 05/31/2029 ,,MX0MG00000H9,2023-08-31,105.84,105.89,0.05
Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,,IT0003745541,2023-08-31,179.33,179.34,0.01
Bond,JP1103571L10,JAPAN (10 YEAR ISSUE) 0.1 % 12/20/2029 ,,JP1103571L10,2023-08-31,101.05,100.95,-0.1
Bond,GB00BL68HJ26,UNITED KINGDOM GILT 0.125% 01/30/2026 REGS,,GB00BL68HJ26,2023-08-31,97.58,97.47,-0.11
Bond,CA135087YK42,CANADIAN GOVERNMENT RRB 2.0% 12/01/2041,,CA135087YK42,2023-08-31,186.62,187.04,0.42
Bond,ES00000128E2,BONOS Y OBLIG DEL ESTADO 3.5% 07/30/2066 144A,,ES00000128E2,2023-08-31,150.39,150.49,0.1
Bond,CND100045210,CHINA GOVERNMENT BOND 3.0% 03/11/2026,,CND100045210,2023-08-31,101.82,101.81,-0.01
Bond,CA135087VS05,CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,,CA135087VS05,2023-08-31,206.66,206.81,0.15
Bond,DE0001030559,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,,DE0001030559,2023-08-31,135.99,135.99,0.0
Bond,BE0000304130,BELGIUM KINGDOM 5% 3/28/2035 144A,,BE0000304130,2023-08-31,160.34,160.4,0.06
Bond,US912810SM18,TSY INFL IX N/B 0.25% 02/15/2050 ,,US912810SM18,2023-08-31,130.0,130.19,0.19
Bond,CA135087WV25,CANADIAN GOVERNMENT RRB 4.0% 12/01/2031,,CA135087WV25,2023-08-31,230.45,230.71,0.26
Bond,ES0000012B39,BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,,ES0000012B39,2023-08-31,108.14,108.11,-0.03
Bond,NL0012818504,NETHERLANDS GOVERNMENT 0.75 % 07/15/2028 144A ,BFM0LR6,NL0012818504,2023-08-31,106.86,107.11,0.25
Bond,ES0000012852,SPAIN I/L BOND 0.65 % 11/30/2027 144A ,BF0YM66,ES0000012852,2023-08-31,124.53,124.84,0.31
Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,BZ56VY8,US912828WU04,2023-08-31,124.48,124.5,0.02
Bond,CA135087G997,CANADIAN GOVERNMENT RRB 0.5% 12/01/2050,BG7PCR0,CA135087G997,2023-08-31,131.54,131.81,0.27
Bond,GB00B6460505,UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,B646050,GB00B6460505,2023-08-31,152.44,152.59,0.15
Bond,GB00BYY5F144,UNITED KINGDOM I/L GILT 0.125% 03/22/2026 REGS,BYY5F14,GB00BYY5F144,2023-08-31,140.07,139.99,-0.08
Bond,ES00000128C6,BONOS Y OBLIG DEL ESTADO 2.9% 10/31/2046 144A,BYZ0LZ4,ES00000128C6,2023-08-31,134.92,135.23,0.31
Bond,ES00000121S7,BONOS Y OBLIG DEL ESTADO 4.7% 07/30/2041 144A,B4KCFS6,ES00000121S7,2023-08-31,164.01,164.41,0.4
Bond,GB00BD9MZZ71,UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,BD9MZZ7,GB00BD9MZZ71,2023-08-31,325.74,326.05,0.31
Bond,AT0000A1K9C8,REPUBLIC OF AUSTRIA 0.75 % 10/20/2026 144A ,BYN4DC9,AT0000A1K9C8,2023-08-31,105.41,105.6,0.19
Bond,DE0001030575,DEUTSCHLAND I/L BOND 0.1 % 4/15/2046 REGS,BZ0D4B2,DE0001030575,2023-08-31,181.37,181.73,0.36
Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,DK0009923807,2023-08-31,104.61,104.83,0.22
Bond,GB00BNNGP551,UNITED KINGDOM I/L GILT 0.125% 08/10/2031 REGS,BNNGP55,GB00BNNGP551,2023-08-31,143.09,143.22,0.13
Bond,GB00BZ13DV40,UNITED KINGDOM I/L GILT 0.125% 08/10/2048 REGS,BZ13DV4,GB00BZ13DV40,2023-08-31,217.48,217.7,0.22
Bond,US9128287D64,TSY INFL IX N/B 0.25% 07/15/2029 ,BK53BD3,US9128287D64,2023-08-31,121.25,121.42,0.17
Bond,US912810FS25,TSY INFL IX N/B 2% 01/15/2026,BZ56W67,US912810FS25,2023-08-31,161.6,161.68,0.08
Bond,GB00B128DH60,UNITED KINGDOM I/L GILT 1.25% 11/22/2027 REGS,B128DH6,GB00B128DH60,2023-08-31,207.74,207.72,-0.02
Bond,US912810SB52,TSY INFL IX N/B 1% 02/15/2048,BFZBGW6,US912810SB52,2023-08-31,156.96,157.39,0.43
Bond,ES0000012932,BONOS Y OBLIG DEL ESTADO 4.2% 01/31/2037 144A,B05L4R2,ES0000012932,2023-08-31,147.15,147.52,0.37
Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,B03KSM4,IT0003745541,2023-08-31,179.33,179.74,0.41
Bond,GB0031790826,UNITED KINGDOM I/L GILT 2% 01/26/2035 REGS,3179082,GB0031790826,2023-08-31,308.76,309.03,0.27
Bond,GB00BDX8CX86,UNITED KINGDOM I/L GILT 0.125% 03/22/2068 REGS,BDX8CX8,GB00BDX8CX86,2023-08-31,365.96,366.31,0.35
Bond,SE0013748258,SWEDEN I/L BOND 0.125 % 06/01/2030 144A ,BLP563,SE0013748258,2023-08-31,124.06,124.43,0.37
Bond,NL0011819040,NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,,NL0011819040,2023-08-31,104.45,104.68,0.23
Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,,IT0003745541,2023-08-31,179.33,179.74,0.41
Bond,GB00B73ZYW09,UNITED KINGDOM I/L GILT 0.25% 03/22/2052 REGS,,GB00B73ZYW09,2023-08-31,271.17,271.41,0.24
Bond,GB00B7RN0G65,UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,,GB00B7RN0G65,2023-08-31,224.78,225.0,0.22
Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,,US912828B253,2023-08-31,126.49,126.52,0.03
Bond,GB00BNNGP882,UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,,GB00BNNGP882,2023-08-31,212.81,213.0,0.19
Bond,US9128283R96,TSY INFL IX N/B 0.5% 01/15/2028 ,,US9128283R96,2023-08-31,125.68,125.8,0.12
Bond,US912810QV35,TSY INFL IX N/B 0.75% 02/15/2042,,US912810QV35,2023-08-31,154.46,154.84,0.38
Bond,GB00BMBL1F74,UNITED KINGDOM GILT 0.625% 10/22/2050 REGS,,GB00BMBL1F74,2023-08-31,87.96,88.04,0.08
Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,,US912828WU04,2023-08-31,124.48,124.5,0.02
Bond,ES0000012C12,SPAIN I/L BOND 0.7 % 11/30/2033 144A ,,ES0000012C12,2023-08-31,130.5,130.79,0.29
Bond,GB00B4PTCY75,UNITED KINGDOM I/L GILT 0.375% 03/22/2062 REGS,,GB00B4PTCY75,2023-08-31,349.72,350.05,0.33
Bond,GB00B54QLM75,UNITED KINGDOM GILT 4% 01/22/2060 REGS,,GB00B54QLM75,2023-08-31,194.54,194.73,0.19
Bond,IT0004243512,BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,,IT0004243512,2023-08-31,134.94,135.08,0.14
Bond,GB00BLH38265,UNITED KINGDOM I/L GILT 0.125% 03/22/2039 REGS,,GB00BLH38265,2023-08-31,166.67,166.84,0.17
Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,,DE0001030567,2023-08-31,121.48,121.71,0.23
Bond,US912810SG40,TSY INFL IX N/B 1% 02/15/2049,,US912810SG40,2023-08-31,155.7,156.13,0.43
Bond,US91282CCA71,TSY INFL IX N/B 0.125% 04/15/2026 ,,US91282CCA71,2023-08-31,113.99,114.1,0.11
Bond,JP1201401C92,JAPAN (20 YEAR ISSUE) 1.7 % 09/20/2032 ,,JP1201401C92,2023-08-31,116.75,116.64,-0.11
Bond,FR0013410552,SEC-FRANCE (GOVT OF) 0.1% 03/01/2029 0.0% REGS,,FR0013410552,2023-08-31,120.2,120.11,-0.09
Bond,CA135087G997,SEC-CANADIAN GOVERNMENT RRB 0.5% 12/01/2050,,CA135087G997,2023-08-31,131.54,131.69,0.15
Bond,GB00BNNGP882,SEC-UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,,GB00BNNGP882,2023-08-31,212.81,212.74,-0.07
Bond,AU000XCLWAF4,SEC-AUSTRALIAN GOVERNMENT 2% 08/21/2035 REGS,,AU000XCLWAF4,2023-08-31,155.53,155.6,0.07
Bond,GB00B128DH60,SEC-UNITED KINGDOM I/L GILT 1.25% 11/22/2027 REGS,,GB00B128DH60,2023-08-31,207.74,207.2,-0.54
Bond,FR0000188799,SEC-FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,,FR0000188799,2023-08-31,209.31,209.22,-0.09
Bond,DE0001030575,SEC-DEUTSCHLAND I/L BOND 0.1 % 4/15/2046 REGS,,DE0001030575,2023-08-31,181.37,181.41,0.04
Bond,US912828B253,SEC-TSY INFL IX N/B 0.625% 01/15/2024,,US912828B253,2023-08-31,126.49,126.15,-0.34
Bond,SE0005703550,SEC-SWEDEN I/L BOND 1% 06/01/2025 144A ,,SE0005703550,2023-08-31,123.1,122.79,-0.31
Bond,GB00B0CNHZ09,SEC-UNITED KINGDOM I/L GILT 1.25% 11/22/2055 REGS,,GB00B0CNHZ09,2023-08-31,451.06,450.92,-0.14
Bond,GB00B3Y1JG82,SEC-UNITED KINGDOM I/L GILT 0.125% 03/22/2029 REGS,,GB00B3Y1JG82,2023-08-31,165.49,165.06,-0.43
Bond,IT0004735152,SEC-BUONI POLIENNALI DEL TES 3.1% 09/15/2026 144A,,IT0004735152,2023-08-31,140.55,140.39,-0.16
Bond,US912810SG40,SEC-TSY INFL IX N/B 1% 02/15/2049,,US912810SG40,2023-08-31,155.7,155.9,0.2
Bond,GB00BN65R313,SEC-UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,,GB00BN65R313,2023-08-31,146.61,146.55,-0.06
Bond,CA135087VS05,SEC-CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,,CA135087VS05,2023-08-31,206.66,206.66,0.0
Bond,GB00BD9MZZ71,SEC-UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,,GB00BD9MZZ71,2023-08-31,325.74,325.62,-0.12
Bond,FR0013519253,SEC-FRANCE (GOVT OF) 0.1% 03/01/2026 0.0% 144A,,FR0013519253,2023-08-31,113.93,113.81,-0.12
Bond,NL0009446418,SEC-NETHERLANDS GOVERNMENT 3.75 % 01/15/2042 144A ,,NL0009446418,2023-08-31,170.74,170.58,-0.16
Bond,CA135087K940,SEC-CANADIAN GOVERNMENT 0.5% 09/01/2025,,CA135087K940,2023-08-31,97.76,97.54,-0.22
Bond,AU0000XCLWV6,SEC-AUSTRALIAN GOVERNMENT 2.5% 09/20/2030 REGS,,AU0000XCLWV6,2023-08-31,161.21,161.17,-0.04
Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,,DK0009923807,2023-08-31,104.61,104.56,-0.05
Bond,US912810QF84,SEC-TSY INFL IX N/B 2.125% 02/15/2040,,US912810QF84,2023-08-31,195.76,195.85,0.09
Bond,BE0000331406,SEC-BELGIUM KINGDOM 3.75% 6/22/2045 REGS,,BE0000331406,2023-08-31,163.87,163.72,-0.15
Bond,JP1400131L54,SEC-JAPAN (40 YEAR ISSUE) 0.5 % 03/20/2060 ,,JP1400131L54,2023-08-31,92.7,92.65,-0.05
Bond,IT0005387052,FIN-BUONI POLIENNALI DEL TES 0.4% 05/15/2030 144A,BK5MSX9,IT0005387052,2023-08-31,114.31,114.27,-0.04
Bond,JP1300521G93,FIN-JAPAN (30 YEAR ISSUE) 0.5 % 09/20/2046 ,BD8CPW5,JP1300521G93,2023-08-31,98.14,98.09,-0.05
Bond,SE0008014062,FIN-SWEDEN I/L BOND 0.125 % 06/01/2026,BDCRN33,SE0008014062,2023-08-31,122.42,122.11,-0.31
Bond,US9128285W63,FIN-TSY INFL IX N/B 0.875% 01/15/2029,BJB9TW3,US9128285W63,2023-08-31,126.89,126.64,-0.25
Bond,US9128282L36,FIN-TSY INFL IX N/B 0.375% 07/15/2027 ,BYZ6DQ7,US9128282L36,2023-08-31,125.74,125.49,-0.25
Bond,IT0005024234,FIN-BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,BMNDJV3,IT0005024234,2023-08-31,120.59,120.55,-0.04
Bond,FR0000188799,FIN-FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,7453317,FR0000188799,2023-08-31,209.31,209.22,-0.09
Bond,NL0011819040,FIN-NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,BZ571P2,NL0011819040,2023-08-31,104.45,104.29,-0.16
Bond,FR0013238268,FIN-FRANCE (GOVT OF) 0.1% 03/01/2028 REGS,BDCKIW3,FR0013238268,2023-08-31,119.91,119.79,-0.12
Bond,GB00BBJNQY21,FIN-UNITED KINGDOM GILT 3.5% 07/22/2068 REGS,BBJNQY2,GB00BBJNQY21,2023-08-31,196.1,196.03,-0.07
Bond,GB00B7RN0G65,FIN-UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,B7RN0G6,GB00B7RN0G65,2023-08-31,224.78,224.69,-0.09
Bond,US912810FH69,FIN-TSY INFL IX N/B 3.875% 04/15/2029,2407096,US912810FH69,2023-08-31,234.54,234.24,-0.3
Bond,DE0001030559,FIN-DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,BLM7VX5,DE0001030559,2023-08-31,135.99,135.93,-0.06
Bond,GB00BYMWG366,FIN-UNITED KINGDOM I/L GILT 0.125% 03/22/2046 REGS,BYMWG36,GB00BYMWG366,2023-08-31,219.77,219.69,-0.08
Bond,GB0008932666,FIN-UNITED KINGDOM I/L GILT 4.125% 07/22/2030 REGS,893266,GB0008932666,2023-08-31,385.44,384.75,-0.69
Bond,US912810FS25,FIN-TSY INFL IX N/B 2% 01/15/2026,BZ56W67,US912810FS25,2023-08-31,161.6,161.18,-0.42
Bond,SE0007045745,FIN-SWEDEN I/L BOND 0.125 % 06/01/2032 144A ,BX3JD83,SE0007045745,2023-08-31,138.84,138.75,-0.09
Bond,ES00000128E2,FIN-BONOS Y OBLIG DEL ESTADO 3.5% 07/30/2066 144A,BYZK819,ES00000128E2,2023-08-31,150.39,150.42,0.03
Bond,FR0013209871,FIN-FRANCE (GOVT OF) 0.1% 07/25/2047 0.0% 144A,BYX4Z34,FR0013209871,2023-08-31,151.97,151.93,-0.04
Bond,ES0000012B39,X_BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,BF5F9L8,ES0000012B39,2023-08-31,108.14,108.18,0.04
Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,DK0009923807,2023-08-31,104.61,104.56,-0.05
Bond,SG7U32949426,X_SINGAPORE GOVERNMENT 2.875% 09/01/2030 ,B61HV19,SG7U32949426,2023-08-31,109.2,108.91,-0.29
Bond,GB00B0CNHZ09,X_UNITED KINGDOM I/L GILT 1.25% 11/22/2055 REGS,B0CNHZ0,GB00B0CNHZ09,2023-08-31,451.06,452.36,1.3
Bond,IT0004513641,X_BUONI POLIENNALI DEL TES 5% 03/01/2025 144A,B66W7L1,IT0004513641,2023-08-31,115.48,115.56,0.08
